"We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based. ",,,,,,,,,,
,,,,,,,,,,
All Submitters of data may be contacted directly via www.gisaid.org ,,,,,,,,,,
,strain,virus,gisaid_epi_isl,genbank_accession,originating_lab,submitting_lab,authors,url,title,paper_url
117815,USA/FL-BPHL-1417/2020,ncov,EPI_ISL_549199,MW040627.1,Florida Bureau of Public Health Laboratories,Florida Bureau of Public Health Laboratories,Sarah Schmedes et al,https://www.gisaid.org,?,?
117854,USA/FL-BPHL-1456/2020,ncov,EPI_ISL_549238,MW040666.1,Florida Bureau of Public Health Laboratories,Florida Bureau of Public Health Laboratories,Sarah Schmedes et al,https://www.gisaid.org,?,?
117921,USA/FL-BPHL-1523/2020,ncov,EPI_ISL_568621,?,Florida Bureau of Public Health Laboratories,Florida Bureau of Public Health Laboratories,Sarah Schmedes et al,https://www.gisaid.org,?,?
117926,USA/FL-BPHL-1528/2020,ncov,EPI_ISL_568626,?,Florida Bureau of Public Health Laboratories,Florida Bureau of Public Health Laboratories,Sarah Schmedes et al,https://www.gisaid.org,?,?
117999,USA/FL-QDX-230/2020,ncov,EPI_ISL_498711,MT806772.1,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
118018,USA/FL-QDX-913/2020,ncov,EPI_ISL_571597,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
118028,USA/FL-UF-5/2020,ncov,EPI_ISL_524434,?,"Environmental and Global Health, University of Florida - Gainesville",University of Florida,Elbadry et al,https://www.gisaid.org,?,?
118059,USA/GA-CDC-4447/2020,ncov,EPI_ISL_576189,?,GA Department of Public Health Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Ying Tao et al,https://www.gisaid.org,?,?
118060,USA/GA-CDC-4459/2020,ncov,EPI_ISL_576190,?,GA Department of Public Health Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Ying Tao et al,https://www.gisaid.org,?,?
118062,USA/GA-CDC-4518/2020,ncov,EPI_ISL_450801,MT507279.1,Georgia Department of Health,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Yan Li et al,https://www.gisaid.org,?,?
118088,USA/GA-CDC-6364/2020,ncov,EPI_ISL_576192,?,GA Department of Public Health Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Ying Tao et al,https://www.gisaid.org,?,?
118090,USA/GA-CDC-6367/2020,ncov,EPI_ISL_576194,?,GA Department of Public Health Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Ying Tao et al,https://www.gisaid.org,?,?
118092,USA/GA-CDC-6420/2020,ncov,EPI_ISL_527660,MT967960.1,GA Department of Public Health Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Yan Li et al,https://www.gisaid.org,?,?
118093,USA/GA-CDC-6424/2020,ncov,EPI_ISL_527661,MT967961.1,GA Department of Public Health Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Yan Li et al,https://www.gisaid.org,?,?
118097,USA/GA-CDC-6438/2020,ncov,EPI_ISL_527665,MT967965.1,GA Department of Public Health Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Yan Li et al,https://www.gisaid.org,?,?
118098,USA/GA-CDC-8816/2020,ncov,EPI_ISL_452120,MT512420.1,Georgia Department of Health,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Jing Zhang et al,https://www.gisaid.org,?,?
118104,USA/GA-EHC-115L/2020,ncov,EPI_ISL_455361,MW008585.1,"Emory Molecular Diagnostics Laboratory, Emory Healthcare","Piantadosi Lab, Emory Department of Pathology",Ahmed Babiker et al,https://www.gisaid.org,?,?
118105,USA/GA-EHC-136H/2020,ncov,EPI_ISL_455358,MW008587.1,"Emory Molecular Diagnostics Laboratory, Emory Healthcare","Piantadosi Lab, Emory Department of Pathology",Ahmed Babiker et al,https://www.gisaid.org,?,?
118106,USA/GA-EHC-209C/2020,ncov,EPI_ISL_455359,MW008590.1,"Emory Molecular Diagnostics Laboratory, Emory Healthcare","Piantadosi Lab, Emory Department of Pathology",Ahmed Babiker et al,https://www.gisaid.org,?,?
118114,USA/GA-QDX-177/2020,ncov,EPI_ISL_494511,MT786810.1,Quest Diagnostics,Quest Diagnostics,Anderson et al,https://www.gisaid.org,?,?
118115,USA/GA-QDX-232/2020,ncov,EPI_ISL_498713,MT806774.1,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
118120,USA/GA-QDX-241/2020,ncov,EPI_ISL_498718,MT806779.1,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
118122,USA/GA-QDX-243/2020,ncov,EPI_ISL_498720,MT806781.1,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
118129,USA/GA-QDX-581/2020,ncov,EPI_ISL_571292,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
118607,USA/LA-ALSR-0058-NBG/2020,ncov,EPI_ISL_434517,MT811639.1,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
118608,USA/LA-ALSR-0059-NBG/2020,ncov,EPI_ISL_434518,MT811640.1,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
118609,USA/LA-ALSR-0060-NBG/2020,ncov,EPI_ISL_434519,MT811641.1,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
118611,USA/LA-ALSR-0064-NBG/2020,ncov,EPI_ISL_434521,MT811642.1,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
118613,USA/LA-ALSR-0066-NBG/2020,ncov,EPI_ISL_434523,MT811644.1,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
118614,USA/LA-ALSR-0067-NBG/2020,ncov,EPI_ISL_434524,MT811645.1,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
118615,USA/LA-ALSR-0068-NBG/2020,ncov,EPI_ISL_434525,MT811646.1,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
118616,USA/LA-ALSR-0070-NBG/2020,ncov,EPI_ISL_434526,MT811648.1,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
118617,USA/LA-ALSR-0071-NBG/2020,ncov,EPI_ISL_434527,MT811649.1,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
118645,USA/LA-BIE-029/2020,ncov,EPI_ISL_463277,MT585082.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118646,USA/LA-BIE-030/2020,ncov,EPI_ISL_463278,MT585083.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118647,USA/LA-BIE-031/2020,ncov,EPI_ISL_463279,MT585084.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118648,USA/LA-BIE-032/2020,ncov,EPI_ISL_463280,MT585085.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118649,USA/LA-BIE-033/2020,ncov,EPI_ISL_463281,MT585086.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118650,USA/LA-BIE-034/2020,ncov,EPI_ISL_463282,MT585087.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118651,USA/LA-BIE-035/2020,ncov,EPI_ISL_463283,MT585088.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118652,USA/LA-BIE-036/2020,ncov,EPI_ISL_463284,MT585089.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118653,USA/LA-BIE-037/2020,ncov,EPI_ISL_463285,MT585090.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118654,USA/LA-BIE-038/2020,ncov,EPI_ISL_463286,MT585091.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118655,USA/LA-BIE-039/2020,ncov,EPI_ISL_463287,MT585092.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118656,USA/LA-BIE-040/2020,ncov,EPI_ISL_463288,MT585093.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118657,USA/LA-BIE-041/2020,ncov,EPI_ISL_463289,MT585094.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118658,USA/LA-BIE-042/2020,ncov,EPI_ISL_463290,MT585095.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118659,USA/LA-BIE-043/2020,ncov,EPI_ISL_463291,MT585096.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118660,USA/LA-BIE-044/2020,ncov,EPI_ISL_463292,MT585097.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118661,USA/LA-BIE-045/2020,ncov,EPI_ISL_463293,MT585098.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118662,USA/LA-BIE-046/2020,ncov,EPI_ISL_463294,MT585099.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118663,USA/LA-BIE-047/2020,ncov,EPI_ISL_463295,MT585100.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118664,USA/LA-BIE-048/2020,ncov,EPI_ISL_463296,MT585101.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118665,USA/LA-BIE-049/2020,ncov,EPI_ISL_463297,MT585102.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118666,USA/LA-BIE-050/2020,ncov,EPI_ISL_463298,MT585103.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118667,USA/LA-BIE-051/2020,ncov,EPI_ISL_455609,MT536176.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118668,USA/LA-BIE-054/2020,ncov,EPI_ISL_455610,MT536177.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118669,USA/LA-BIE-055/2020,ncov,EPI_ISL_455611,MT536178.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118670,USA/LA-BIE-056/2020,ncov,EPI_ISL_455612,MT536179.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118671,USA/LA-BIE-058/2020,ncov,EPI_ISL_455613,MT536180.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118672,USA/LA-BIE-059/2020,ncov,EPI_ISL_455614,MT536181.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118673,USA/LA-BIE-061/2020,ncov,EPI_ISL_455615,MT536182.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118674,USA/LA-BIE-062/2020,ncov,EPI_ISL_455616,MT536183.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118675,USA/LA-BIE-063/2020,ncov,EPI_ISL_455617,MT536184.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118676,USA/LA-BIE-064/2020,ncov,EPI_ISL_455618,MT536185.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118677,USA/LA-BIE-065/2020,ncov,EPI_ISL_455619,MT536186.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118678,USA/LA-BIE-066/2020,ncov,EPI_ISL_455620,MT536187.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118679,USA/LA-BIE-068/2020,ncov,EPI_ISL_455621,MT536188.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118680,USA/LA-BIE-069/2020,ncov,EPI_ISL_455622,MT536189.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118681,USA/LA-BIE-070/2020,ncov,EPI_ISL_455623,MT536190.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118682,USA/LA-BIE-071/2020,ncov,EPI_ISL_436939,?,Ochsner Health,"Bioinfoexperts, LLC",Amy Feehan et al,https://www.gisaid.org,?,?
118685,USA/LA-BIE-074/2020,ncov,EPI_ISL_436942,MT446342.1,Ochsner Health,"Bioinfoexperts, LLC",Amy Feehan et al,https://www.gisaid.org,?,?
118686,USA/LA-BIE-075/2020,ncov,EPI_ISL_436943,?,Ochsner Health,"Bioinfoexperts, LLC",Amy Feehan et al,https://www.gisaid.org,?,?
118687,USA/LA-BIE-076/2020,ncov,EPI_ISL_436944,MT446344.1,Ochsner Health,"Bioinfoexperts, LLC",Amy Feehan et al,https://www.gisaid.org,?,?
118688,USA/LA-BIE-077/2020,ncov,EPI_ISL_436945,MT446345.1,Ochsner Health,"Bioinfoexperts, LLC",Amy Feehan et al,https://www.gisaid.org,?,?
118689,USA/LA-BIE-078/2020,ncov,EPI_ISL_436946,MT446346.1,Ochsner Health,"Bioinfoexperts, LLC",Amy Feehan et al,https://www.gisaid.org,?,?
118690,USA/LA-BIE-079/2020,ncov,EPI_ISL_436947,MT446347.1,Ochsner Health,"Bioinfoexperts, LLC",Amy Feehan et al,https://www.gisaid.org,?,?
118691,USA/LA-BIE-080/2020,ncov,EPI_ISL_436948,MT446348.1,Ochsner Health,"Bioinfoexperts, LLC",Amy Feehan et al,https://www.gisaid.org,?,?
118692,USA/LA-BIE-081/2020,ncov,EPI_ISL_436949,MT446349.1,Ochsner Health,"Bioinfoexperts, LLC",Amy Feehan et al,https://www.gisaid.org,?,?
118693,USA/LA-BIE-082/2020,ncov,EPI_ISL_436950,MT446350.1,Ochsner Health,"Bioinfoexperts, LLC",Amy Feehan et al,https://www.gisaid.org,?,?
118695,USA/LA-BIE-084/2020,ncov,EPI_ISL_436952,MT446352.1,Ochsner Health,"Bioinfoexperts, LLC",Amy Feehan et al,https://www.gisaid.org,?,?
118696,USA/LA-BIE-085/2020,ncov,EPI_ISL_436953,MT446353.1,Ochsner Health,"Bioinfoexperts, LLC",Amy Feehan et al,https://www.gisaid.org,?,?
118697,USA/LA-BIE-086/2020,ncov,EPI_ISL_436954,MT446354.1,Ochsner Health,"Bioinfoexperts, LLC",Amy Feehan et al,https://www.gisaid.org,?,?
118699,USA/LA-BIE-088/2020,ncov,EPI_ISL_436956,MT446356.1,Ochsner Health,"Bioinfoexperts, LLC",Amy Feehan et al,https://www.gisaid.org,?,?
118700,USA/LA-BIE-089/2020,ncov,EPI_ISL_436957,MT446357.1,Ochsner Health,"Bioinfoexperts, LLC",Amy Feehan et al,https://www.gisaid.org,?,?
118701,USA/LA-BIE-090/2020,ncov,EPI_ISL_436958,MT446358.1,Ochsner Health,"Bioinfoexperts, LLC",Amy Feehan et al,https://www.gisaid.org,?,?
118702,USA/LA-BIE-091/2020,ncov,EPI_ISL_463299,MT585104.1,Ochsner Health,"Bioinfoexperts, LLC",Susanna L. Lamers et al,https://www.gisaid.org,?,?
118703,USA/LA-BIE-092/2020,ncov,EPI_ISL_436959,MT446359.1,Ochsner Health,"Bioinfoexperts, LLC",Amy Feehan et al,https://www.gisaid.org,?,?
118706,USA/LA-BIE-096/2020,ncov,EPI_ISL_426627,MT358401.1,Ochsner Health,"BioInfoExperts, LLC",Amy Feehan et al,https://www.gisaid.org,?,?
118707,USA/LA-BIE-097/2020,ncov,EPI_ISL_426628,MT358402.1,Ochsner Health,"BioInfoExperts, LLC",Amy Feehan et al,https://www.gisaid.org,?,?
118709,USA/LA-CDC-0499/2020,ncov,EPI_ISL_452106,MT512434.1,LA Office of Public Health Laboratories,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Yan Li et al,https://www.gisaid.org,?,?
118710,USA/LA-CDC-0757/2020,ncov,EPI_ISL_452107,MT512435.1,LA Office of Public Health Laboratories,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Yan Li et al,https://www.gisaid.org,?,?
118747,USA/LA-CDC-1894/2020,ncov,EPI_ISL_436044,MT380734.1,Louisiana Office of Public Health Laboratories,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Ying Tao et al,https://www.gisaid.org,?,?
118766,USA/LA-EVTL01/2020,ncov,EPI_ISL_435034,MT432195.1,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Jeremy P. Kamil et al,https://www.gisaid.org,?,?
118767,USA/LA-EVTL010/2020,ncov,EPI_ISL_435043,?,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Jeremy P. Kamil et al,https://www.gisaid.org,?,?
118768,USA/LA-EVTL011/2020,ncov,EPI_ISL_435044,?,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Jeremy P. Kamil et al,https://www.gisaid.org,?,?
118769,USA/LA-EVTL012/2020,ncov,EPI_ISL_435550,?,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Rona S. Scott et al,https://www.gisaid.org,?,?
118770,USA/LA-EVTL013/2020,ncov,EPI_ISL_435551,?,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Rona S. Scott et al,https://www.gisaid.org,?,?
118771,USA/LA-EVTL014/2020,ncov,EPI_ISL_435552,?,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Rona S. Scott et al,https://www.gisaid.org,?,?
118772,USA/LA-EVTL015/2020,ncov,EPI_ISL_435553,?,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Rona S. Scott et al,https://www.gisaid.org,?,?
118777,USA/LA-EVTL02/2020,ncov,EPI_ISL_435035,?,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Jeremy P. Kamil et al,https://www.gisaid.org,?,?
118778,USA/LA-EVTL020/2020,ncov,EPI_ISL_435558,?,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,John A. Vanchiere et al,https://www.gisaid.org,?,?
118782,USA/LA-EVTL024/2020,ncov,EPI_ISL_435562,?,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,John A. Vanchiere et al,https://www.gisaid.org,?,?
118783,USA/LA-EVTL025/2020,ncov,EPI_ISL_435563,?,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,John A. Vanchiere et al,https://www.gisaid.org,?,?
118784,USA/LA-EVTL026/2020,ncov,EPI_ISL_435564,?,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,John A. Vanchiere et al,https://www.gisaid.org,?,?
118788,USA/LA-EVTL03/2020,ncov,EPI_ISL_435036,?,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Jeremy P. Kamil et al,https://www.gisaid.org,?,?
118790,USA/LA-EVTL031/2020,ncov,EPI_ISL_435569,?,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Jeremy P. Kamil et al,https://www.gisaid.org,?,?
118791,USA/LA-EVTL032/2020,ncov,EPI_ISL_435570,?,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Jeremy P. Kamil et al,https://www.gisaid.org,?,?
118792,USA/LA-EVTL033/2020,ncov,EPI_ISL_435571,?,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Jeremy P. Kamil et al,https://www.gisaid.org,?,?
118793,USA/LA-EVTL034/2020,ncov,EPI_ISL_435572,?,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Jeremy P. Kamil et al,https://www.gisaid.org,?,?
118794,USA/LA-EVTL035/2020,ncov,EPI_ISL_435573,?,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Jeremy P. Kamil et al,https://www.gisaid.org,?,?
118795,USA/LA-EVTL036/2020,ncov,EPI_ISL_435574,?,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Jeremy P. Kamil et al,https://www.gisaid.org,?,?
118797,USA/LA-EVTL038/2020,ncov,EPI_ISL_435576,?,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Jeremy P. Kamil et al,https://www.gisaid.org,?,?
118799,USA/LA-EVTL04/2020,ncov,EPI_ISL_435037,?,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Jeremy P. Kamil et al,https://www.gisaid.org,?,?
118800,USA/LA-EVTL040/2020,ncov,EPI_ISL_435578,?,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Jeremy P. Kamil et al,https://www.gisaid.org,?,?
118801,USA/LA-EVTL041/2020,ncov,EPI_ISL_435579,?,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Jeremy P. Kamil et al,https://www.gisaid.org,?,?
